node_id,position,degree,num_branches,z,y,x
1670,[404 129 186],3,3,404,129,186
1674,[404 129 192],3,3,404,129,192
1680,[404 130 192],3,3,404,130,192
1683,[404 131 192],3,3,404,131,192
1691,[405 114 191],3,3,405,114,191
1696,[405 116 190],3,3,405,116,190
1705,[405 120 199],3,3,405,120,199
1710,[405 121 194],3,3,405,121,194
1711,[405 121 195],3,3,405,121,195
1712,[405 121 196],3,3,405,121,196
1713,[405 121 197],3,3,405,121,197
1719,[405 122 201],3,3,405,122,201
1724,[405 123 201],3,3,405,123,201
1728,[405 124 198],3,3,405,124,198
1731,[405 125 187],3,3,405,125,187
1732,[405 125 188],3,3,405,125,188
1735,[405 125 198],3,3,405,125,198
1736,[405 125 199],3,3,405,125,199
1738,[405 126 188],3,3,405,126,188
1739,[405 126 189],3,3,405,126,189
1740,[405 126 190],3,3,405,126,190
1741,[405 126 192],4,4,405,126,192
1743,[405 126 194],3,3,405,126,194
1751,[405 127 192],3,3,405,127,192
1755,[405 128 192],3,3,405,128,192
1757,[405 129 191],3,3,405,129,191
1768,[405 132 190],5,5,405,132,190
1772,[405 132 194],3,3,405,132,194
1776,[406 115 191],4,4,406,115,191
1777,[406 115 192],3,3,406,115,192
1783,[406 120 188],3,3,406,120,188
1796,[406 122 198],3,3,406,122,198
1803,[406 124 186],3,3,406,124,186
1807,[406 124 201],3,3,406,124,201
1808,[406 125 186],3,3,406,125,186
1814,[406 125 196],3,3,406,125,196
1815,[406 125 197],3,3,406,125,197
1831,[406 130 189],4,4,406,130,189
1835,[406 131 195],4,4,406,131,195
1838,[406 133 190],3,3,406,133,190
1839,[406 133 191],4,4,406,133,191
1840,[406 133 192],3,3,406,133,192
1841,[406 133 193],3,3,406,133,193
1855,[407 121 199],3,3,407,121,199
1862,[407 123 184],4,4,407,123,184
1871,[407 124 186],3,3,407,124,186
1873,[407 124 189],3,3,407,124,189
1876,[407 124 193],3,3,407,124,193
1879,[407 125 186],3,3,407,125,186
1893,[407 128 191],3,3,407,128,191
1894,[407 128 192],3,3,407,128,192
1898,[407 129 193],3,3,407,129,193
1900,[407 130 188],3,3,407,130,188
1902,[407 131 188],3,3,407,131,188
1903,[407 131 195],3,3,407,131,195
1906,[407 133 189],3,3,407,133,189
1914,[407 135 200],3,3,407,135,200
1921,[408 122 194],3,3,408,122,194
1922,[408 122 195],3,3,408,122,195
1923,[408 122 196],3,3,408,122,196
1924,[408 122 199],3,3,408,122,199
1929,[408 123 194],3,3,408,123,194
1931,[408 123 196],3,3,408,123,196
1932,[408 123 197],4,4,408,123,197
1936,[408 124 186],4,4,408,124,186
1939,[408 124 192],3,3,408,124,192
1940,[408 124 193],3,3,408,124,193
1941,[408 124 194],3,3,408,124,194
1949,[408 125 187],3,3,408,125,187
1950,[408 125 188],3,3,408,125,188
1951,[408 125 189],3,3,408,125,189
1952,[408 125 190],3,3,408,125,190
1953,[408 126 185],3,3,408,126,185
1957,[408 126 190],3,3,408,126,190
1962,[408 127 190],3,3,408,127,190
1969,[408 129 187],3,3,408,129,187
1974,[408 129 197],4,4,408,129,197
1979,[408 132 189],3,3,408,132,189
1980,[408 132 190],3,3,408,132,190
1989,[408 137 188],3,3,408,137,188
1993,[409 121 194],3,3,409,121,194
1995,[409 122 185],3,3,409,122,185
2006,[409 124 186],3,3,409,124,186
2007,[409 124 188],3,3,409,124,188
2024,[409 128 197],3,3,409,128,197
2027,[409 129 191],3,3,409,129,191
2028,[409 129 192],3,3,409,129,192
2029,[409 129 193],3,3,409,129,193
2034,[409 130 189],3,3,409,130,189
2042,[409 132 191],3,3,409,132,191
2048,[409 135 187],3,3,409,135,187
2051,[410 116 199],4,4,410,116,199
2052,[410 117 198],3,3,410,117,198
2053,[410 117 199],3,3,410,117,199
2057,[410 119 197],3,3,410,119,197
2060,[410 120 194],3,3,410,120,194
2064,[410 122 193],3,3,410,122,193
2071,[410 124 188],3,3,410,124,188
2073,[410 124 193],4,4,410,124,193
2078,[410 125 191],3,3,410,125,191
2079,[410 125 192],3,3,410,125,192
2080,[410 125 193],4,4,410,125,193
2096,[410 128 189],3,3,410,128,189
2111,[410 129 198],3,3,410,129,198
2115,[410 130 197],3,3,410,130,197
2126,[410 134 188],3,3,410,134,188
2130,[411 116 200],3,3,411,116,200
2132,[411 117 200],3,3,411,117,200
2134,[411 118 200],3,3,411,118,200
2136,[411 119 200],3,3,411,119,200
2139,[411 120 197],3,3,411,120,197
2144,[411 121 197],3,3,411,121,197
2146,[411 122 197],3,3,411,122,197
2149,[411 123 197],3,3,411,123,197
2152,[411 124 191],3,3,411,124,191
2153,[411 124 192],3,3,411,124,192
2154,[411 124 193],4,4,411,124,193
2163,[411 127 187],3,3,411,127,187
2165,[411 127 195],3,3,411,127,195
2168,[411 128 187],3,3,411,128,187
2172,[411 129 189],3,3,411,129,189
2174,[411 129 195],4,4,411,129,195
2176,[411 130 191],3,3,411,130,191
2177,[411 130 192],4,4,411,130,192
2179,[411 130 194],4,4,411,130,194
2180,[411 130 195],3,3,411,130,195
2188,[411 132 194],3,3,411,132,194
2189,[411 132 203],3,3,411,132,203
2202,[412 119 195],3,3,412,119,195
2207,[412 121 195],3,3,412,121,195
2209,[412 121 197],3,3,412,121,197
2210,[412 121 198],3,3,412,121,198
2211,[412 121 199],3,3,412,121,199
2212,[412 121 200],3,3,412,121,200
2233,[412 126 188],3,3,412,126,188
2234,[412 126 196],3,3,412,126,196
2236,[412 127 187],3,3,412,127,187
2237,[412 127 188],3,3,412,127,188
2238,[412 127 196],4,4,412,127,196
2240,[412 128 196],3,3,412,128,196
2243,[412 129 196],3,3,412,129,196
2246,[412 130 191],3,3,412,130,191
2261,[413 115 199],3,3,413,115,199
2274,[413 120 200],3,3,413,120,200
2275,[413 120 202],3,3,413,120,202
2277,[413 121 200],4,4,413,121,200
2281,[413 122 195],3,3,413,122,195
2283,[413 122 200],3,3,413,122,200
2285,[413 123 189],3,3,413,123,189
2286,[413 123 190],3,3,413,123,190
2287,[413 123 191],3,3,413,123,191
2288,[413 123 192],4,4,413,123,192
2289,[413 123 193],3,3,413,123,193
2290,[413 123 194],3,3,413,123,194
2293,[413 123 198],3,3,413,123,198
2297,[413 125 188],3,3,413,125,188
2303,[413 127 199],3,3,413,127,199
2304,[413 127 200],3,3,413,127,200
2305,[413 127 201],3,3,413,127,201
2308,[413 128 188],3,3,413,128,188
2319,[413 129 201],3,3,413,129,201
2320,[413 129 202],3,3,413,129,202
2324,[413 130 192],3,3,413,130,192
2330,[413 131 193],3,3,413,131,193
2338,[414 116 200],3,3,414,116,200
2340,[414 117 200],3,3,414,117,200
2342,[414 118 197],3,3,414,118,197
2348,[414 119 201],3,3,414,119,201
2352,[414 120 203],3,3,414,120,203
2355,[414 122 200],3,3,414,122,200
2364,[414 123 200],3,3,414,123,200
2369,[414 124 198],3,3,414,124,198
2377,[414 126 196],3,3,414,126,196
2378,[414 126 197],3,3,414,126,197
2380,[414 126 199],4,4,414,126,199
2385,[414 127 191],3,3,414,127,191
2386,[414 127 192],3,3,414,127,192
2387,[414 127 193],3,3,414,127,193
2388,[414 127 194],3,3,414,127,194
2391,[414 127 198],3,3,414,127,198
2392,[414 127 202],3,3,414,127,202
2400,[414 128 197],3,3,414,128,197
2401,[414 128 198],3,3,414,128,198
2404,[414 129 190],3,3,414,129,190
2412,[414 130 192],3,3,414,130,192
2413,[414 130 195],3,3,414,130,195
2422,[414 131 200],3,3,414,131,200
2426,[415 110 194],3,3,415,110,194
2427,[415 114 190],3,3,415,114,190
2428,[415 114 192],5,5,415,114,192
2431,[415 115 197],3,3,415,115,197
2440,[415 119 200],3,3,415,119,200
2441,[415 119 201],3,3,415,119,201
2442,[415 119 202],3,3,415,119,202
2445,[415 120 204],3,3,415,120,204
2451,[415 123 196],3,3,415,123,196
2458,[415 124 190],3,3,415,124,190
2463,[415 124 200],3,3,415,124,200
2466,[415 125 194],3,3,415,125,194
2469,[415 126 190],3,3,415,126,190
2473,[415 126 194],3,3,415,126,194
2477,[415 127 189],3,3,415,127,189
2486,[415 129 197],3,3,415,129,197
2489,[415 130 197],3,3,415,130,197
2492,[415 131 197],3,3,415,131,197
2497,[415 132 193],4,4,415,132,193
2498,[415 132 194],3,3,415,132,194
2499,[415 132 195],3,3,415,132,195
2505,[416 113 190],3,3,416,113,190
2506,[416 113 192],3,3,416,113,192
2509,[416 114 188],3,3,416,114,188
2510,[416 114 189],3,3,416,114,189
2511,[416 114 191],3,3,416,114,191
2513,[416 115 189],3,3,416,115,189
2515,[416 115 192],3,3,416,115,192
2518,[416 115 197],3,3,416,115,197
2520,[416 116 198],3,3,416,116,198
2521,[416 116 199],3,3,416,116,199
2528,[416 120 185],4,4,416,120,185
2531,[416 121 184],3,3,416,121,184
2532,[416 121 185],3,3,416,121,185
2536,[416 122 185],3,3,416,122,185
2544,[416 124 196],3,3,416,124,196
2545,[416 124 197],3,3,416,124,197
2547,[416 124 200],3,3,416,124,200
2550,[416 125 192],3,3,416,125,192
2551,[416 125 193],3,3,416,125,193
2552,[416 125 194],3,3,416,125,194
2553,[416 125 200],3,3,416,125,200
2561,[416 128 189],3,3,416,128,189
2584,[417 112 192],3,3,417,112,192
2585,[417 112 193],3,3,417,112,193
2586,[417 112 194],3,3,417,112,194
2592,[417 114 191],4,4,417,114,191
2593,[417 114 196],3,3,417,114,196
2594,[417 114 197],3,3,417,114,197
2599,[417 115 196],3,3,417,115,196
2604,[417 116 193],3,3,417,116,193
2607,[417 116 199],3,3,417,116,199
2617,[417 120 186],3,3,417,120,186
2624,[417 121 200],3,3,417,121,200
2625,[417 121 201],3,3,417,121,201
2626,[417 121 202],3,3,417,121,202
2628,[417 122 187],3,3,417,122,187
2631,[417 123 185],3,3,417,123,185
2648,[417 127 195],3,3,417,127,195
2657,[417 130 190],3,3,417,130,190
2658,[417 130 197],3,3,417,130,197
2659,[417 130 198],3,3,417,130,198
2660,[417 130 199],3,3,417,130,199
2679,[418 114 187],3,3,418,114,187
2693,[418 116 200],3,3,418,116,200
2698,[418 117 200],3,3,418,117,200
2700,[418 118 200],3,3,418,118,200
2703,[418 119 185],3,3,418,119,185
2710,[418 121 183],3,3,418,121,183
2722,[418 123 199],4,4,418,123,199
2730,[418 125 201],3,3,418,125,201
2733,[418 126 201],3,3,418,126,201
2736,[418 127 201],3,3,418,127,201
2742,[418 129 199],3,3,418,129,199
2752,[419 111 191],3,3,419,111,191
2753,[419 112 191],3,3,419,112,191
2758,[419 113 189],3,3,419,113,189
2759,[419 113 190],3,3,419,113,190
2763,[419 114 190],3,3,419,114,190
2772,[419 116 190],3,3,419,116,190
2778,[419 117 189],4,4,419,117,189
2780,[419 117 192],3,3,419,117,192
2784,[419 118 189],3,3,419,118,189
2788,[419 119 198],3,3,419,119,198
2792,[419 120 198],4,4,419,120,198
2795,[419 121 185],3,3,419,121,185
2797,[419 121 198],3,3,419,121,198
2804,[419 122 200],3,3,419,122,200
2805,[419 123 188],3,3,419,123,188
2807,[419 123 200],4,4,419,123,200
2808,[419 124 189],3,3,419,124,189
2811,[419 124 196],4,4,419,124,196
2815,[419 124 200],3,3,419,124,200
2817,[419 125 190],3,3,419,125,190
2818,[419 125 191],3,3,419,125,191
2819,[419 125 192],3,3,419,125,192
2823,[419 126 188],3,3,419,126,188
2824,[419 126 189],3,3,419,126,189
2833,[419 128 195],3,3,419,128,195
2852,[420 114 196],3,3,420,114,196
2854,[420 115 196],3,3,420,115,196
2855,[420 115 197],3,3,420,115,197
2858,[420 116 190],3,3,420,116,190
2861,[420 116 198],3,3,420,116,198
2864,[420 117 190],3,3,420,117,190
2865,[420 117 191],3,3,420,117,191
2866,[420 117 192],3,3,420,117,192
2867,[420 117 193],3,3,420,117,193
2868,[420 117 194],3,3,420,117,194
2869,[420 117 195],3,3,420,117,195
2874,[420 118 189],3,3,420,118,189
2876,[420 118 198],3,3,420,118,198
2879,[420 119 198],3,3,420,119,198
2886,[420 121 200],3,3,420,121,200
2889,[420 123 189],4,4,420,123,189
2906,[420 126 187],3,3,420,126,187
2915,[420 128 188],3,3,420,128,188
2928,[421 112 192],3,3,421,112,192
2929,[421 112 193],3,3,421,112,193
2930,[421 112 194],3,3,421,112,194
2932,[421 113 195],3,3,421,113,195
2936,[421 115 189],3,3,421,115,189
2942,[421 117 190],3,3,421,117,190
2946,[421 117 194],3,3,421,117,194
2948,[421 118 188],3,3,421,118,188
2953,[421 118 194],3,3,421,118,194
2954,[421 118 195],4,4,421,118,195
2958,[421 119 196],3,3,421,119,196
2959,[421 119 197],3,3,421,119,197
2960,[421 119 198],3,3,421,119,198
2964,[421 120 195],3,3,421,120,195
2966,[421 121 195],3,3,421,121,195
2971,[421 123 189],3,3,421,123,189
2976,[421 124 191],3,3,421,124,191
2978,[421 124 193],3,3,421,124,193
2983,[421 125 194],3,3,421,125,194
2986,[421 126 186],3,3,421,126,186
2989,[421 126 196],3,3,421,126,196
2990,[421 126 197],4,4,421,126,197
2991,[421 126 198],3,3,421,126,198
2996,[421 127 192],4,4,421,127,192
2997,[421 127 193],3,3,421,127,193
2998,[421 127 194],4,4,421,127,194
2999,[421 127 195],3,3,421,127,195
3000,[421 127 196],3,3,421,127,196
3004,[421 128 188],3,3,421,128,188
3005,[421 128 189],3,3,421,128,189
3014,[422 112 194],3,3,422,112,194
3019,[422 114 195],3,3,422,114,195
3020,[422 115 189],3,3,422,115,189
3035,[422 119 190],3,3,422,119,190
3041,[422 120 194],3,3,422,120,194
3042,[422 120 195],3,3,422,120,195
3043,[422 120 198],3,3,422,120,198
3059,[422 123 194],3,3,422,123,194
3067,[422 124 199],3,3,422,124,199
3068,[422 124 200],3,3,422,124,200
3076,[422 126 192],3,3,422,126,192
3079,[422 126 196],3,3,422,126,196
3093,[423 114 191],3,3,423,114,191
3096,[423 115 191],3,3,423,115,191
3099,[423 115 194],3,3,423,115,194
3114,[423 120 192],4,4,423,120,192
3115,[423 120 193],3,3,423,120,193
3120,[423 121 186],3,3,423,121,186
3121,[423 121 187],4,4,423,121,187
3125,[423 121 196],3,3,423,121,196
3126,[423 121 197],3,3,423,121,197
3127,[423 121 200],3,3,423,121,200
3134,[423 122 196],3,3,423,122,196
3137,[423 123 186],3,3,423,123,186
3142,[423 123 200],3,3,423,123,200
3143,[423 123 201],3,3,423,123,201
3144,[423 124 187],3,3,423,124,187
3148,[423 124 191],5,5,423,124,191
3164,[423 126 198],3,3,423,126,198
3172,[424 112 194],3,3,424,112,194
3174,[424 113 193],3,3,424,113,193
3175,[424 113 194],3,3,424,113,194
3180,[424 115 190],3,3,424,115,190
3182,[424 115 194],3,3,424,115,194
3187,[424 118 187],3,3,424,118,187
3189,[424 119 187],3,3,424,119,187
3191,[424 119 194],3,3,424,119,194
3192,[424 119 195],3,3,424,119,195
3193,[424 119 196],6,6,424,119,196
3194,[424 119 197],3,3,424,119,197
3195,[424 119 198],3,3,424,119,198
3202,[424 121 185],3,3,424,121,185
3208,[424 121 201],3,3,424,121,201
3218,[424 123 202],3,3,424,123,202
3221,[424 124 196],3,3,424,124,196
3226,[424 125 189],3,3,424,125,189
3229,[424 125 194],4,4,424,125,194
3233,[424 125 200],3,3,424,125,200
3236,[424 126 188],3,3,424,126,188
3238,[424 126 190],3,3,424,126,190
3239,[424 126 191],4,4,424,126,191
3264,[425 119 198],3,3,425,119,198
3269,[425 120 190],3,3,425,120,190
3271,[425 120 192],4,4,425,120,192
3275,[425 121 184],3,3,425,121,184
3276,[425 121 192],3,3,425,121,192
3281,[425 122 192],3,3,425,122,192
3296,[425 125 193],3,3,425,125,193
3302,[425 126 187],3,3,425,126,187
3309,[425 126 197],3,3,425,126,197
3317,[426 116 192],3,3,426,116,192
3318,[426 116 193],3,3,426,116,193
3321,[426 117 189],3,3,426,117,189
3325,[426 117 195],3,3,426,117,195
3331,[426 118 195],3,3,426,118,195
3332,[426 118 196],3,3,426,118,196
3333,[426 118 197],3,3,426,118,197
3334,[426 118 198],3,3,426,118,198
3335,[426 118 199],3,3,426,118,199
3338,[426 119 186],4,4,426,119,186
3343,[426 119 193],3,3,426,119,193
3348,[426 120 194],3,3,426,120,194
3349,[426 120 195],3,3,426,120,195
3352,[426 120 200],3,3,426,120,200
3353,[426 121 183],3,3,426,121,183
3358,[426 121 199],3,3,426,121,199
3360,[426 122 183],3,3,426,122,183
3364,[426 122 199],3,3,426,122,199
3370,[426 123 199],3,3,426,123,199
3371,[426 123 200],3,3,426,123,200
3373,[426 124 184],3,3,426,124,184
3386,[426 126 186],3,3,426,126,186
3398,[427 115 191],3,3,427,115,191
3399,[427 115 192],3,3,427,115,192
3402,[427 116 194],3,3,427,116,194
3403,[427 117 190],3,3,427,117,190
3405,[427 117 195],3,3,427,117,195
3407,[427 118 190],3,3,427,118,190
3417,[427 119 188],3,3,427,119,188
3418,[427 119 189],4,4,427,119,189
3419,[427 119 190],3,3,427,119,190
3420,[427 119 193],3,3,427,119,193
3427,[427 121 183],3,3,427,121,183
3432,[427 122 193],3,3,427,122,193
3443,[427 125 189],3,3,427,125,189
3448,[427 125 196],4,4,427,125,196
3455,[428 109 190],4,4,428,109,190
3456,[428 109 191],3,3,428,109,191
3460,[428 110 193],3,3,428,110,193
3461,[428 111 193],3,3,428,111,193
3464,[428 111 196],3,3,428,111,196
3466,[428 114 191],3,3,428,114,191
3467,[428 115 191],3,3,428,115,191
3478,[428 117 199],3,3,428,117,199
3502,[428 122 188],3,3,428,122,188
3509,[428 123 189],3,3,428,123,189
3525,[428 125 193],3,3,428,125,193
3526,[428 125 194],3,3,428,125,194
3527,[428 125 195],3,3,428,125,195
3532,[429 108 190],3,3,429,108,190
3534,[429 109 189],3,3,429,109,189
3542,[429 111 190],3,3,429,111,190
3549,[429 112 195],3,3,429,112,195
3550,[429 112 196],3,3,429,112,196
3551,[429 112 197],3,3,429,112,197
3559,[429 114 192],3,3,429,114,192
3561,[429 115 190],3,3,429,115,190
3562,[429 115 191],3,3,429,115,191
3565,[429 115 197],3,3,429,115,197
3567,[429 116 189],3,3,429,116,189
3569,[429 116 194],3,3,429,116,194
3571,[429 116 196],3,3,429,116,196
3574,[429 117 187],3,3,429,117,187
3577,[429 117 191],3,3,429,117,191
3578,[429 117 192],3,3,429,117,192
3582,[429 118 187],3,3,429,118,187
3592,[429 121 186],3,3,429,121,186
3593,[429 121 187],3,3,429,121,187
3594,[429 121 188],3,3,429,121,188
3598,[429 122 186],3,3,429,122,186
3600,[429 122 191],3,3,429,122,191
3604,[429 123 191],4,4,429,123,191
3610,[429 124 192],3,3,429,124,192
3613,[429 125 186],3,3,429,125,186
3620,[429 126 187],3,3,429,126,187
3621,[429 126 188],3,3,429,126,188
3624,[430 108 191],3,3,430,108,191
3625,[430 108 192],3,3,430,108,192
3629,[430 109 195],3,3,430,109,195
3632,[430 110 189],3,3,430,110,189
3634,[430 111 189],3,3,430,111,189
3635,[430 111 199],3,3,430,111,199
3636,[430 112 188],3,3,430,112,188
3638,[430 112 191],4,4,430,112,191
3650,[430 114 196],3,3,430,114,196
3651,[430 114 197],3,3,430,114,197
3653,[430 115 189],3,3,430,115,189
3654,[430 115 190],3,3,430,115,190
3657,[430 115 195],3,3,430,115,195
3665,[430 116 199],3,3,430,116,199
3669,[430 117 199],3,3,430,117,199
3672,[430 118 201],3,3,430,118,201
3674,[430 119 200],3,3,430,119,200
3678,[430 121 189],3,3,430,121,189
3679,[430 121 190],3,3,430,121,190
3682,[430 122 186],3,3,430,122,186
3683,[430 122 190],3,3,430,122,190
3699,[430 125 202],4,4,430,125,202
3700,[430 125 203],3,3,430,125,203
3719,[431 111 199],3,3,431,111,199
3727,[431 114 191],3,3,431,114,191
3728,[431 114 192],3,3,431,114,192
3734,[431 115 188],4,4,431,115,188
3735,[431 115 189],3,3,431,115,189
3743,[431 117 186],3,3,431,117,186
3746,[431 117 201],3,3,431,117,201
3748,[431 118 198],4,4,431,118,198
3754,[431 120 188],4,4,431,120,188
3763,[431 122 192],3,3,431,122,192
3771,[431 124 193],3,3,431,124,193
3775,[431 124 202],3,3,431,124,202
3781,[431 125 201],3,3,431,125,201
3789,[432 107 191],3,3,432,107,191
3790,[432 107 192],3,3,432,107,192
3791,[432 107 193],3,3,432,107,193
3795,[432 108 196],3,3,432,108,196
3796,[432 108 197],3,3,432,108,197
3820,[432 115 193],3,3,432,115,193
3834,[432 118 202],3,3,432,118,202
3835,[432 119 188],3,3,432,119,188
3852,[432 123 197],3,3,432,123,197
3853,[432 123 198],4,4,432,123,198
3857,[432 124 189],4,4,432,124,189
3861,[432 124 194],3,3,432,124,194
3889,[433 111 200],3,3,433,111,200
3894,[433 113 191],3,3,433,113,191
3896,[433 113 197],3,3,433,113,197
3897,[433 113 198],4,4,433,113,198
3898,[433 113 199],3,3,433,113,199
3902,[433 114 192],4,4,433,114,192
3903,[433 114 193],3,3,433,114,193
3906,[433 114 199],4,4,433,114,199
3908,[433 114 201],3,3,433,114,201
3917,[433 116 187],3,3,433,116,187
3918,[433 116 188],3,3,433,116,188
3919,[433 116 189],3,3,433,116,189
3921,[433 116 193],3,3,433,116,193
3922,[433 116 194],3,3,433,116,194
3925,[433 116 199],3,3,433,116,199
3936,[433 117 200],3,3,433,117,200
3939,[433 118 198],3,3,433,118,198
3942,[433 118 202],3,3,433,118,202
3944,[433 119 201],3,3,433,119,201
3946,[433 120 190],4,4,433,120,190
3947,[433 120 201],4,4,433,120,201
3951,[433 121 201],3,3,433,121,201
3966,[433 125 202],3,3,433,125,202
3972,[434 107 191],4,4,434,107,191
