branch_id,diameter_mean_mm,diameter_std_mm,diameter_min_mm,diameter_max_mm,length_mm,num_points,volume_mm3,surface_area_mm2
0,1.5999265529113111,0.3356799749901953,1.399999976158142,2.611212433853643,16.690742208912578,21,33.55564747023798,83.89296973458775
1,2.5446450698992424,0.2948996279497582,2.0950453823192787,2.799999952316284,4.895045334635563,7,24.894363669204775,39.1321586867759
2,2.731171661819443,0.4651734579145981,2.0950453823192787,3.2045615852571356,18.2790411399194,18,107.08811817456649,156.83835574542667
3,1.9762079992237747,0.6018045279931598,1.399999976158142,3.117187976837158,24.17694864238275,27,74.15777229284274,150.10114789935233
4,1.652743760216737,0.33434859901822694,1.399999976158142,2.0950453823192787,8.865872729894296,11,19.020521775994464,46.03380689454282
5,1.6739612701493296,0.47263383826700545,1.399999976158142,2.611212433853643,4.448174290405739,5,9.789544577228797,23.39252347542186
6,1.865776628863789,0.5303190388818344,1.399999976158142,3.117187976837158,22.166296020469115,24,60.60414205611481,129.92796912248002
7,2.88793121215223,0.2893856878298075,2.0950453823192787,3.2045615852571356,11.765503368074814,13,77.0679989728321,106.74492335348555
8,2.557872064358627,0.9117570966394637,1.399999976158142,5.123685406090829,21.30260626585418,24,109.46625473275544,171.18331484683313
9,3.7023732691269626,0.6541150911843174,2.799999952316284,5.123685406090829,17.181903343509973,18,184.97862904080202,199.84870848467514
10,1.8311329709109383,0.6580428031673731,1.399999976158142,3.2045615852571356,21.674646322257765,20,57.07969790403132,124.68717195482694
11,1.4264323115348816,0.05910449870646204,1.399999976158142,1.558593988418579,9.000651503878668,12,14.383552530346742,40.33434300116107
12,1.399999976158142,0.0,1.399999976158142,1.399999976158142,16.620324155282127,18,25.58500037917256,73.10000232823579
13,1.4951563835144044,0.077694881259754,1.399999976158142,1.558593988418579,3.6536393707378583,5,6.414883869194311,17.161773684478295
14,2.801170703160497,0.40589703582135056,2.0950453823192787,3.2045615852571356,18.755735257387144,19,115.58543886253918,165.05304547434653
15,1.5427345871925353,0.0475782036781311,1.399999976158142,1.558593988418579,7.872919725902381,10,14.71662207166944,38.15723636157198
16,1.5057293176651,0.07476193434995831,1.399999976158142,1.558593988418579,4.343497187633761,6,7.734339633134139,20.546427680979477
17,2.365696629918845,0.5779004023840834,1.558593988418579,3.117187976837158,16.318213588895038,18,71.72665817871261,121.27786339396053
18,1.399999976158142,0.0,1.399999976158142,1.399999976158142,2.353128908086461,3,3.6223603970142935,10.349601310579212
19,1.9757177104364163,0.573889873420536,1.399999976158142,3.2045615852571356,17.4795709333009,18,53.58835615506904,108.49395310270698
20,5.1664030115731165,0.35096792057599535,4.675781965255737,5.619590542873114,6.806257780410135,8,142.68385568494804,110.47055784484941
21,3.056224297406262,0.2569277192146819,2.611212433853643,3.2045615852571356,3.4552212864138254,4,25.347562125220872,33.17500243255404
22,2.2669202706346407,0.6295816162402984,1.399999976158142,3.4171422001697462,24.860466781287137,27,100.3394351573102,177.04978239789523
23,4.503997451979605,1.4665012709005343,3.117187976837158,8.280723413527017,23.048934358744486,22,367.22902935725205,326.13608979360936
24,2.7005095701392885,1.092998121755946,1.399999976158142,5.23037859835436,10.415137792133775,11,59.65493032046074,88.36099820580725
25,5.6321949572874415,1.051651045871867,4.479867701162583,8.280723413527017,10.812515608503986,11,269.384118011582,191.31732481172625
26,1.6071518970248946,0.39436036930385926,1.399999976158142,2.799999952316284,14.371288204623376,15,29.154086014804804,72.56087260643842
